uid,late_default,cli_anc,cli_ageband,cli_payment,oc_inc0010,oc_inc50pl,oc_children3pl,oc_children0004,oc_children0510,oc_retired,oc_selfemp,oc_student,oc_unemp,oc_socrent,oc_privrent,oc_overdraft,oc_savs10pl,oc_cards2pl
761,0,5110,5,C,0.043576241,0.377009869,0.075672448,0.02602385,0.049770713,0.135582924,0.133905053,0.009692006,0.07079035,0.001253078,0.180759907,0.132191062,0.200224757,0.212997556
762,0,2510,6,D,0.039856255,0.195365027,0.00133176,0.003659492,0.0055671,0.799817085,0.04338342,0.003219837,0.000606617,0.010069139,0.045444071,0.079878748,0.379056215,0.305366039
763,0,4730,4,D,0.04091841,0.355939806,0.071642578,0.036157161,0.101660669,0.000558794,0.101122558,0.001999596,0.022045031,0.001253858,0.329699516,0.159740448,0.081637174,0.159172535
764,0,2180,4,D,0.029144153,0.435069472,0.014959656,0.013277479,0.027127951,0.001256218,0.127297282,0.003851436,0.014037326,0.001240283,0.039361894,0.173405767,0.176113427,0.28398943
765,0,4850,4,D,0.058378309,0.292417683,0.070706844,0.036935031,0.120291829,0.000593783,0.11491555,0.001899152,0.020332009,0.001262378,0.201435804,0.1866045,0.090368807,0.137248397
766,0,5110,1,C,0.243771195,0.07008134,0.024550691,0.147131324,0.08628118,3.51E-05,0.033653617,0.387738705,0.102926552,0.290030241,0.430528641,0.123103797,0.010815037,0.013210431
767,0,5410,5,D,0.100894868,0.215090849,0.029907972,0.017751083,0.03149271,0.081978858,0.098495901,0.007034581,0.072813511,0.096330464,0.08514446,0.07786274,0.105861872,0.139435768
768,0,1990,4,P,0.028513238,0.335826099,0.090072334,0.037153751,0.122371793,0.000788095,0.12037915,0.002143791,0.034959823,0.001251413,0.0870893,0.230883718,0.132455617,0.211501479
769,0,4520,1,D,0.067905366,0.357355297,0.013023794,0.080309391,0.052650273,0.000127094,0.07338655,0.331237555,0.073457658,0.072947681,0.396356106,0.098600447,0.093798757,0.051300377
770,1,4720,1,P,0.059329689,0.347808868,0.017506838,0.109149098,0.063320518,6.31E-05,0.039449602,0.334318876,0.019276306,0.095206559,0.172034144,0.142310143,0.034054011,0.035981298
771,0,4920,6,D,0.056930304,0.193466783,0.001238873,0.00302159,0.005384553,0.805616379,0.042344481,0.004031535,0.000519878,0.008385882,0.038523376,0.07850951,0.359601736,0.262025595
772,0,3100,6,P,0.021392748,0.457359463,0.011400841,0.016985521,0.021769658,0.818526745,0.029719278,0.00374881,0.000128036,0.00124903,0.068574727,0.085611463,0.281709909,0.201719761
773,0,2300,1,D,0.009240158,0.438736677,0.122080982,0.121928155,0.244931102,0.000233068,0.068789542,0.360400677,0.046728522,0.021344289,0.084002852,0.136904359,0.179176986,0.099140644
774,1,5030,3,P,0.062363237,0.305541843,0.221250653,0.241962433,0.402021647,5.78E-05,0.114684999,0.025827676,0.015075825,0.755132198,0.056152582,0.188359141,0.047535896,0.160451531
775,1,5490,4,P,0.053762823,0.366755426,0.050954312,0.035413921,0.079976738,0.000300842,0.135250568,0.001892844,0.026933357,0.015983328,0.426525831,0.168898821,0.119944006,0.19282043
776,0,2650,4,D,0.070473194,0.205596238,0.0435552,0.023827717,0.076077223,0.000473243,0.141674161,0.002128009,0.016157195,0.160000205,0.16960454,0.15670979,0.096303672,0.168979049
777,1,5090,4,P,0.04439792,0.27507636,0.0647434,0.032948524,0.1097368,0.000784392,0.124042809,0.00198742,0.034869343,0.044179529,0.117252946,0.22000134,0.108990014,0.215484142
778,0,3810,4,C,0.028502941,0.470895112,0.1484586,0.044039547,0.168970823,0.000576155,0.140950203,0.001820568,0.017741293,0.001251893,0.311061144,0.169020414,0.117228597,0.195802927
779,0,2370,6,D,0.021367401,0.465864241,0.001272164,0.005354192,0.006871093,0.77977562,0.031316847,0.002968086,0.000205154,0.006575491,0.054307431,0.103616417,0.438583493,0.298999548
780,0,3330,1,D,0.049147099,0.371585101,0.032654643,0.172625899,0.101812959,0.0000447,0.033212006,0.3627882,0.027725503,0.012936734,0.17168045,0.140473723,0.045838714,0.040500283
781,0,5350,2,P,0.053557426,0.327484489,0.05945164,0.297493696,0.256301642,3.60E-05,0.133861065,0.047539771,0.035891384,0.007523514,0.798090458,0.117673576,0.076680273,0.133486748
782,0,3520,4,P,0.008349143,0.672998667,0.091652989,0.036484122,0.133900762,0.000717701,0.155109406,0.003470948,0.011687242,0.001242756,0.045383066,0.174500227,0.30667448,0.329523563
783,0,1810,2,P,0.010088638,0.504786134,0.053707272,0.360933304,0.299277782,0.000101854,0.10052222,0.028733209,0.016303748,0.00940834,0.217157126,0.200389743,0.181047738,0.258277178
784,0,4190,7,P,0.159727693,0.05562284,0.000245257,0.000495418,0.000980207,0.939319134,0.007101338,0.005056817,0.000102411,0.025548428,0.014384478,0.018143222,0.290359736,0.091246069
785,0,1660,2,D,0.072276473,0.259193197,0.119701147,0.421298742,0.415507078,2.72E-05,0.100805998,0.054527223,0.01918225,0.268198729,0.362106085,0.19930613,0.058309406,0.115495443
786,0,4740,5,C,0.090745747,0.182624474,0.012831874,0.011359662,0.019341201,0.068229199,0.092229903,0.005289894,0.067778468,0.001343725,0.142742753,0.124731362,0.107410967,0.127917767
787,0,2780,1,P,0.117928147,0.135150477,0.442178726,0.172720671,0.44726038,4.42E-05,0.033945441,0.372012615,0.110303044,0.818908691,0.022891849,0.086807191,0.006769477,0.00897716
788,0,2200,4,C,0.079632819,0.245591238,0.073599696,0.041552216,0.123046219,0.000439004,0.107287049,0.00224269,0.020310774,0.09478724,0.113374233,0.148487926,0.049644128,0.110860288
789,0,1700,5,D,0.04032734,0.294896856,0.014573954,0.016448811,0.027128413,0.075758576,0.115700662,0.004059427,0.068309188,0.001291714,0.104758143,0.132172227,0.170337975,0.202031016
790,0,4360,3,C,0.081656635,0.232912824,0.283579588,0.259567022,0.446116447,3.96E-05,0.08757627,0.021311209,0.019690022,0.312475443,0.138521671,0.140856862,0.023739074,0.073865354
791,0,4300,7,P,0.0707497,0.217041105,0.001559415,0.001258628,0.002935221,0.928373814,0.020145297,0.005710419,0.000285635,0.010004856,0.02820684,0.026744396,0.388456225,0.163801074
792,0,1670,3,C,0.026251212,0.437589228,0.049886018,0.174077869,0.245628595,6.05E-05,0.144936919,0.011057727,0.01940234,0.011971772,0.541559696,0.195311189,0.136263162,0.251038313
793,1,1790,5,P,0.186439037,0.095588084,0.025036231,0.019955337,0.030446366,0.010835804,0.064229429,0.003195353,0.029228687,0.482436657,0.098632217,0.085195959,0.074138194,0.069477975
794,0,4260,2,C,0.029808492,0.41722554,0.03442061,0.165358663,0.155463457,3.41E-05,0.132902145,0.053413272,0.017209798,0.049375624,0.508849621,0.193726897,0.174411953,0.293529511
795,0,2490,3,D,0.003864765,0.726371527,0.148158789,0.192942381,0.377871513,9.12E-05,0.123342216,0.029782087,0.00730595,0.00124082,0.038552016,0.199892283,0.272757173,0.384381533
796,0,5350,5,D,0.03604579,0.395436823,0.006749578,0.015351586,0.017984018,0.036665052,0.126832128,0.003804322,0.009355843,0.008583956,0.137961388,0.174721837,0.245718479,0.241612434
797,0,3200,4,D,0.069539368,0.200871199,0.139217258,0.041196376,0.153061509,0.000577891,0.109235644,0.001636234,0.035894603,0.160852909,0.112622082,0.17557931,0.092958152,0.147633195
798,0,1960,4,P,0.012695976,0.503256261,0.047982514,0.027154177,0.091575801,0.001070698,0.130266547,0.003304878,0.011045069,0.040907294,0.062866986,0.188031554,0.342193723,0.394784451
799,0,3310,6,D,0.046650976,0.105937161,0.000479003,0.00163237,0.002402315,0.846809864,0.02021113,0.001822032,0.00028639,0.023053542,0.030782804,0.049956471,0.336780131,0.212077737
800,0,2520,1,D,0.037370116,0.388868868,0.01013612,0.115944803,0.064354479,9.01E-05,0.034532338,0.387697935,0.01732333,0.025574654,0.190520167,0.127465248,0.050948054,0.065767288
801,0,4540,2,D,0.012729272,0.493368685,0.125262976,0.355288029,0.371558666,5.23E-05,0.085262299,0.047847331,0.007975295,0.110930204,0.179831386,0.177407503,0.097387195,0.201283693
802,0,2780,4,C,0.04374519,0.227758616,0.155233264,0.034904748,0.167367816,0.000531235,0.108460188,0.002727808,0.050669164,0.157702208,0.116289735,0.181444764,0.082706779,0.172211051
803,1,1710,4,P,0.045998424,0.320242107,0.04207167,0.043567091,0.109928966,0.00047563,0.122649193,0.002046419,0.016824588,0.012174875,0.137949109,0.190319896,0.099734128,0.177154899
804,0,2080,2,D,0.122109413,0.108425215,0.06059289,0.26386261,0.241598845,2.09E-05,0.069840789,0.03968361,0.022035152,0.309924841,0.616267204,0.138457418,0.028462399,0.066150129
805,0,4020,5,D,0.018107891,0.384350866,0.018414706,0.012803659,0.017904222,0.143765688,0.113556922,0.005281892,0.039681912,0.00124513,0.069427431,0.133236647,0.315270662,0.32652092
806,0,5270,7,C,0.141633868,0.067383909,0.075587153,0.095855832,0.138361573,0.897652626,0.0086971,0.002966806,0.000162698,0.001274291,0.101952851,0.019358888,0.10603711,0.033686698
807,1,1950,2,P,0.079936743,0.204638988,0.210654378,0.330700159,0.386210442,4.72E-05,0.087750673,0.041823924,0.033885509,0.578673363,0.098406971,0.170358181,0.026176561,0.095156014
808,0,2350,7,D,0.101242065,0.094487287,0.000176796,0.000421486,0.000774761,0.942833424,0.015178762,0.007090319,0.000252146,0.020546645,0.021543816,0.018940851,0.361626983,0.146347404
809,0,3070,6,D,0.017581374,0.337428629,0.001387478,0.002337845,0.003526323,0.801612377,0.049165785,0.004434552,0.000451178,0.014634565,0.017495647,0.055391789,0.546760917,0.323618412
810,0,3910,3,D,0.012859471,0.479012609,0.088283658,0.178836465,0.31366849,0.000148605,0.093203604,0.020811528,0.015200242,0.001257327,0.097302198,0.222255468,0.12901473,0.24388516
811,0,3030,7,D,0.063776016,0.266277134,0.001601021,0.001193479,0.003830843,0.931972027,0.010178164,0.004700501,7.07E-05,0.001240498,0.011610344,0.029816762,0.365207315,0.144215584
812,0,2230,4,P,0.009467445,0.550130189,0.066608906,0.033512294,0.125158072,0.001030205,0.134607792,0.003038276,0.010575205,0.006369751,0.04942143,0.22718358,0.233885646,0.320156574
813,0,3420,4,D,0.073541939,0.35069561,0.011209443,0.017265737,0.02394557,0.001984233,0.099158168,0.083964169,0.04104507,0.001253143,0.534358025,0.235552311,0.123358786,0.234610677
814,0,2740,2,D,0.017991915,0.45895189,0.017223761,0.167412281,0.136277556,2.32E-05,0.110751092,0.034192592,0.01027026,0.037563771,0.680640221,0.180945754,0.175312281,0.333062172
815,0,2830,6,P,0.197764516,0.025385577,0.000277384,0.002398284,0.002667964,0.833631516,0.016557157,0.00277137,0.000436093,0.001311165,0.176447034,0.076391757,0.137622058,0.085703969
816,0,3820,2,P,0.008325689,0.553891718,0.239298344,0.189484,0.416092634,7.24E-05,0.085937798,0.063271701,0.010357,0.001243,0.099722862,0.215915084,0.167055786,0.242120028
817,0,3000,6,D,0.072951436,0.260528296,0.001017153,0.002546255,0.003411921,0.782736301,0.055805266,0.004660629,0.00049399,0.060630202,0.052404314,0.067197979,0.351712346,0.241470814
818,1,1720,2,C,0.08256352,0.152203724,0.091931343,0.324151278,0.359927416,1.38E-05,0.056485742,0.042691976,0.035430133,0.654834747,0.118489027,0.148698688,0.022208002,0.061552644
819,0,5230,6,D,0.059376478,0.154987849,0.00182591,0.007584505,0.010471053,0.782438278,0.022561625,0.001828414,0.000266205,0.022695631,0.059783369,0.070289075,0.220562756,0.192790508
820,0,3430,3,D,0.011656046,0.43245697,0.134349465,0.248578787,0.409049749,0.000055406,0.112954617,0.018107817,0.009946756,0.001259171,0.199511528,0.221574545,0.060416296,0.19810462
821,0,4250,6,D,0.166015267,0.027342699,0.000295786,0.002131254,0.002489995,0.752764702,0.052322537,0.002446575,0.001084489,0.024704948,0.333874226,0.073673964,0.177012384,0.144613862
822,0,2120,6,C,0.042428792,0.171193928,0.001555866,0.005479246,0.007379569,0.821839809,0.035946995,0.002584096,0.000626733,0.00125069,0.047027886,0.079393745,0.359311342,0.216011286
823,0,3580,5,D,0.096823573,0.232844316,0.00105604,0.0058056,0.004549939,0.070364058,0.099272788,0.010912351,0.078095079,0.01833795,0.391850472,0.135496497,0.150347769,0.222236395
824,0,2310,6,D,0.058676988,0.314333081,0.002695415,0.003378436,0.007530306,0.8466959,0.023290932,0.005306568,0.000256759,0.02025722,0.079710722,0.033880383,0.353239298,0.225753903
825,0,1950,4,D,0.038874894,0.392528594,0.030107021,0.013607234,0.047049016,0.001485259,0.10678643,0.005639415,0.027461305,0.046336711,0.294512034,0.164072514,0.172080338,0.281894684
826,1,3750,2,C,0.151929259,0.140871354,0.183074236,0.422305584,0.44363451,3.87E-05,0.094700575,0.041259855,0.018736541,0.814645767,0.055032045,0.168237686,0.019032002,0.055186987
827,0,3710,5,C,0.06479156,0.229197823,0.010462508,0.014459893,0.019285366,0.023988083,0.131628633,0.003259296,0.010728546,0.014091417,0.250197172,0.15995121,0.109079748,0.152132392
828,1,3740,3,C,0.054734439,0.26254911,0.189252853,0.203869462,0.35824728,4.73E-05,0.094381154,0.016651169,0.017607987,0.125289679,0.192839027,0.162346244,0.04251112,0.113710463
829,1,4970,1,C,0.19056344,0.169855833,0.113290548,0.152042151,0.14900732,3.46E-05,0.051498979,0.432261705,0.135158896,0.682637692,0.122867048,0.064166009,0.013501443,0.015571043
830,0,5130,6,D,0.161975861,0.076563628,0.000809175,0.002135979,0.003327526,0.769809723,0.04425469,0.002668245,0.000748208,0.183619976,0.040273011,0.050315023,0.203291893,0.113592565
831,0,2120,2,P,0.030517727,0.322731435,0.101672947,0.229183078,0.281394243,7.28E-05,0.101920247,0.046951145,0.033034533,0.106788755,0.226208806,0.172361493,0.118871391,0.168591976
832,0,3600,2,D,0.025309563,0.448690653,0.045763433,0.314723492,0.233138204,2.13E-05,0.106342673,0.033894271,0.009210184,0.001250424,0.804585934,0.278706074,0.089134812,0.178069353
833,0,2490,1,D,0.151335716,0.210525781,0.001953909,0.041557044,0.022864819,2.03E-05,0.053233534,0.314084768,0.03235504,0.291574478,0.525380611,0.035241365,0.003287703,0.003456045
834,0,4060,1,C,0.014979892,0.56964314,0.030361116,0.151398897,0.103457332,6.60E-05,0.049940318,0.344160318,0.016082913,0.005902086,0.092844844,0.134561539,0.117343038,0.070489228
835,0,1550,3,P,0.011582144,0.587554813,0.027181327,0.133707643,0.18004632,4.08E-05,0.149514198,0.016627282,0.014961898,0.001241674,0.250474453,0.262270212,0.259345174,0.379673958
836,1,2250,1,C,0.040110976,0.465874553,0.032438397,0.160871506,0.106484294,5.03E-05,0.023401946,0.427135944,0.017356306,0.051328242,0.12397188,0.105934382,0.050283104,0.045817345
837,0,5280,4,D,0.034460932,0.430880249,0.032646447,0.016623274,0.055445731,0.001014479,0.110123515,0.012337171,0.038016558,0.031003162,0.224473715,0.164233804,0.176039696,0.281477451
838,1,4230,3,C,0.09090513,0.186870113,0.213922381,0.228096604,0.423361778,0.000055522,0.093601704,0.012242995,0.038807243,0.379468918,0.129596829,0.168592095,0.032181174,0.114789486
839,0,4380,4,D,0.018476874,0.40113011,0.047116667,0.032275051,0.095763564,0.000789864,0.118628025,0.002429269,0.013922401,0.023634464,0.074014306,0.188717127,0.110631377,0.250165224
840,0,1900,3,D,0.05307439,0.27253867,0.203937292,0.245657563,0.408438683,4.50E-05,0.114322245,0.014882334,0.01347556,0.001248742,0.598798275,0.150343299,0.04381974,0.113668382
841,1,5220,2,P,0.075233102,0.328065693,0.150114656,0.36433816,0.302182198,1.92E-05,0.086635888,0.077582717,0.038825959,0.633253098,0.186985374,0.137166262,0.051875129,0.131543875
842,0,2960,2,P,0.01938206,0.399339259,0.097411931,0.280706883,0.349708796,2.45E-05,0.080138207,0.030368164,0.018051878,0.001258276,0.47867918,0.246374846,0.060531795,0.128621221
843,1,1900,2,C,0.053557426,0.327484489,0.05945164,0.297493696,0.256301642,3.60E-05,0.133861065,0.047539771,0.035891384,0.007523514,0.798090458,0.117673576,0.076680273,0.133486748
844,0,3020,3,D,0.037921995,0.266105577,0.133618474,0.260305405,0.413968802,3.56E-05,0.089532375,0.010983162,0.02937752,0.001320814,0.174185038,0.227864504,0.047164641,0.134232163
845,0,2840,1,P,0.012332425,0.47880435,0.013718218,0.065993309,0.049255312,9.91E-05,0.048359543,0.376363277,0.012370147,0.025788531,0.121024668,0.160364986,0.208315909,0.14198494
846,0,2370,6,D,0.148425579,0.052171436,0.00088157,0.002572022,0.004011862,0.809971333,0.037204862,0.002489502,0.001168419,0.017060563,0.086505473,0.071114123,0.247849286,0.17562747
847,0,3560,3,D,0.019970521,0.405654773,0.169074655,0.250078678,0.378614426,0.000046326,0.099206567,0.013719551,0.015163705,0.018639356,0.424857378,0.237142444,0.066140652,0.215687513
848,1,3310,3,C,0.005379006,0.6011163,0.109606385,0.251529932,0.3229599,9.54E-05,0.106476307,0.028467819,0.008712128,0.001246778,0.116678357,0.308976412,0.183283865,0.349631071
849,0,3150,3,D,0.017439336,0.331613168,0.074666858,0.181677938,0.291420937,0.00015888,0.087712526,0.01920034,0.015960187,0.001246614,0.115918875,0.226541877,0.101424307,0.199959993
850,0,2420,1,D,0.019569919,0.575062871,0.018885642,0.128556252,0.073546827,8.22E-05,0.051519245,0.377536297,0.014727294,0.014142953,0.147899628,0.190141082,0.116904229,0.105360508
851,0,3780,5,D,0.024664015,0.401484668,0.007019088,0.00836274,0.012650721,0.132365823,0.135856032,0.004707404,0.044434279,0.011260599,0.031856358,0.136447668,0.345438957,0.407048464
852,0,3010,7,D,0.162694097,0.201258183,0.000089235,0.000232706,0.000422535,0.936271668,0.015050225,0.014855579,0.000304525,0.013623364,0.049089581,0.02695705,0.361514449,0.142426014
853,0,3280,5,P,0.116647661,0.087088297,0.016960532,0.023762822,0.058978617,0.019024611,0.067919552,0.003986176,0.033569217,0.001483378,0.358865023,0.116320908,0.048939571,0.063510656
854,0,4330,7,D,0.138540506,0.056747254,0.000610183,0.00090499,0.001679288,0.90993309,0.011085138,0.00491498,0.00010051,0.038545579,0.048647881,0.020580411,0.244565904,0.090413094
855,0,4170,5,C,0.06446588,0.260895185,0.007862054,0.011677772,0.016804025,0.036218524,0.107221544,0.003342582,0.014332593,0.016645998,0.203800798,0.155994535,0.174408436,0.194515109
856,0,1990,4,D,0.093670487,0.177393757,0.05643633,0.033126205,0.118059337,0.00080168,0.130526304,0.001260188,0.033419192,0.484354019,0.082908213,0.158272028,0.06353946,0.147868514
857,0,4680,4,D,0.037390709,0.366279692,0.042260796,0.035129368,0.0913077,0.000964947,0.110265553,0.002347529,0.015164785,0.027304217,0.100955248,0.156288743,0.104465723,0.195857763
858,0,4030,1,P,0.506285191,0.013174402,0.008884065,0.094005466,0.044787586,1.75E-05,0.023692399,0.38838172,0.058605939,0.895395756,0.069606304,0.057802707,0.002805453,0.003180193
859,0,5440,5,C,0.055020273,0.244755678,0.009689622,0.014320739,0.019450352,0.078022003,0.115888715,0.004149966,0.041795939,0.020646632,0.203470707,0.118360281,0.157551467,0.214440823
860,0,2920,6,C,0.028584376,0.407147408,0.00242658,0.004679155,0.009302639,0.806818008,0.051794648,0.004016493,0.000956402,0.008978441,0.111935258,0.065869808,0.375569701,0.339787006
861,1,3610,1,P,0.127457023,0.210443914,0.027934179,0.145088077,0.089992106,1.42E-05,0.031513125,0.334801436,0.032558948,0.269003868,0.395266771,0.13672936,0.025319401,0.025137305
862,0,1820,5,C,0.052114844,0.290650174,0.005783171,0.008597016,0.014197379,0.125035524,0.116833091,0.007298969,0.059498906,0.014224134,0.10632962,0.128820896,0.242326379,0.262212515
863,0,2850,3,D,0.036650002,0.438440323,0.234015942,0.329920769,0.39761734,0.000340756,0.10202378,0.043511599,0.020022482,0.001252033,0.53096199,0.180347204,0.051323712,0.13557756
864,0,2890,5,P,0.021070376,0.501064301,0.020265713,0.013974257,0.026611403,0.108406603,0.165565729,0.010245979,0.059177667,0.014003031,0.070607126,0.120485187,0.294503212,0.308397532
865,0,3100,1,C,0.204778314,0.16613473,0.021472141,0.071314991,0.045840114,3.13E-05,0.033126891,0.511793613,0.041004181,0.547894478,0.365498304,0.105237782,0.032328054,0.025677398
866,0,3990,4,D,0.032349408,0.367584109,0.057448983,0.046034992,0.105151296,0.000675302,0.132590413,0.001713306,0.028257653,0.001256842,0.196641684,0.180477977,0.163439393,0.210961461
867,0,2890,1,P,0.013101757,0.353531435,0.157516003,0.217403293,0.357129812,5.77E-05,0.040729553,0.335460186,0.025347099,0.001251413,0.162398458,0.15275538,0.042605601,0.039729804
868,1,2220,1,C,0.046195984,0.441834688,0.01100076,0.101465344,0.054244667,6.10E-05,0.045735151,0.324345589,0.021918044,0.011611946,0.276311159,0.155314803,0.087676838,0.068443894
869,0,1730,4,P,0.030301958,0.567148566,0.058296353,0.024046511,0.083518922,0.000885307,0.120162606,0.050549358,0.015235327,0.015773892,0.582718849,0.204616427,0.191308975,0.285110474
870,0,2250,4,D,0.215273023,0.112915207,0.015849724,0.02129747,0.070058286,0.000489013,0.115945876,0.00133958,0.031253666,0.757869721,0.088183045,0.123221278,0.045576736,0.072671175
871,1,4210,4,C,0.062122494,0.371057034,0.008870661,0.011638776,0.032425225,0.001893328,0.169610977,0.00443263,0.025873929,0.057771176,0.509818077,0.197195649,0.230967224,0.314568996
872,0,1650,6,D,0.068739653,0.153497532,0.001365745,0.006353162,0.008273527,0.800735474,0.042059332,0.002836082,0.000716501,0.007042196,0.058380604,0.094865024,0.294193268,0.228782415
873,0,4700,5,C,0.020637646,0.525928855,0.005146369,0.007995479,0.0116129,0.136869192,0.151647091,0.019054815,0.024768442,0.018975973,0.046975613,0.104510009,0.346048713,0.411133528
874,1,4070,4,P,0.035646051,0.31405545,0.037393361,0.037418932,0.091320455,0.001443503,0.130200386,0.003119892,0.032445878,0.001245746,0.138796449,0.242079616,0.154437363,0.232197523
875,0,2930,4,P,0.033417285,0.351929247,0.076640427,0.026111618,0.100908399,0.000589419,0.122952581,0.001768964,0.018229902,0.196337462,0.063266039,0.174310565,0.145072937,0.163961768
876,0,4070,7,D,0.119591177,0.136881143,0.000269425,0.000758805,0.001232652,0.92198801,0.008740351,0.006049838,9.42E-05,0.017139345,0.018265888,0.024615943,0.367598772,0.12500298
877,0,2090,4,D,0.093670487,0.177393757,0.05643633,0.033126205,0.118059337,0.00080168,0.130526304,0.001260188,0.033419192,0.484354019,0.082908213,0.158272028,0.06353946,0.147868514
878,0,1900,6,P,0.180809617,0.09364257,0.00303945,0.003527142,0.005363192,0.793479919,0.054576159,0.002405541,0.001340603,0.125188112,0.139355302,0.060711682,0.239710689,0.143481374
879,0,2590,5,P,0.013040476,0.462828815,0.042233735,0.018545121,0.066102326,0.177496076,0.136849642,0.011109114,0.032233208,0.017286018,0.041231573,0.112333834,0.430995584,0.385838747
880,1,5250,1,C,0.038169742,0.525286317,0.039468348,0.15242219,0.100067258,9.05E-05,0.078822434,0.328269959,0.071291268,0.00125963,0.310393095,0.129885316,0.080630273,0.054537356
881,0,3740,7,P,0.060418516,0.238953292,0.000289233,0.000401274,0.001054893,0.937771797,0.019114107,0.007873416,0.000204979,0.013961323,0.024932027,0.030809224,0.460259557,0.297789812
882,1,4140,2,P,0.027010545,0.55344975,0.043007225,0.206600905,0.188868523,6.25E-05,0.16737628,0.041150421,0.017819837,0.055113077,0.524761677,0.192352414,0.156248748,0.223670125
883,0,1750,6,P,0.017587796,0.545256615,0.001145076,0.003634019,0.005784679,0.794993401,0.046304315,0.003255524,0.000449903,0.001241224,0.028166711,0.085825682,0.531879544,0.450591087
884,0,4620,2,C,0.016759455,0.450062156,0.100457132,0.362392426,0.343460083,0.000112909,0.089118421,0.048923433,0.025524601,0.003495345,0.245732665,0.130922437,0.118870288,0.184349179
885,0,2340,5,D,0.045606077,0.317308903,0.007177912,0.009006605,0.013214588,0.13756001,0.131055117,0.005379286,0.036727548,0.036058486,0.072773397,0.117896795,0.21826613,0.263813257
886,0,4630,4,P,0.025281027,0.403135002,0.134898424,0.036288291,0.147604823,0.000462936,0.119870961,0.002635481,0.026133716,0.03169024,0.165909767,0.166178942,0.114402533,0.189614177
887,0,1860,7,D,0.297400951,0.025714174,0.002140012,0.001828487,0.004919507,0.933058739,0.008071102,0.003656246,0.000236584,0.198180676,0.054492414,0.016880751,0.118272066,0.040918261
888,0,2500,7,D,0.281587124,0.005695309,0.000744015,0.0013404,0.002555145,0.89867878,0.008928165,0.003148958,0.000216761,0.013281576,0.229449034,0.028547332,0.106782287,0.034190178
889,1,4270,3,P,0.037802994,0.287296362,0.072176933,0.22289896,0.309867144,3.54E-05,0.071379244,0.018618807,0.017290205,0.037193209,0.314609051,0.195950031,0.052299246,0.144910812
890,1,4540,2,P,0.018458083,0.551062226,0.020689398,0.170387745,0.12809062,3.30E-05,0.161127091,0.034354836,0.026401117,0.001243404,0.740289211,0.208688736,0.204471231,0.265748262
891,0,2140,4,D,0.014518507,0.459304422,0.048761994,0.028857797,0.091790915,0.001015198,0.115209699,0.002837228,0.015836775,0.001248243,0.106233597,0.240450859,0.188642263,0.266991139
892,0,4910,6,D,0.046578646,0.218619213,0.000950427,0.002362216,0.003689585,0.802254677,0.029360816,0.002206791,0.000185179,0.035218418,0.044510633,0.063402534,0.451990962,0.29211688
893,0,4010,4,C,0.075781226,0.256127149,0.040421099,0.025357053,0.079119384,0.000338607,0.152518511,0.003126822,0.020317689,0.086098492,0.697868347,0.149750114,0.096551746,0.171155691
894,0,2230,2,D,0.026664272,0.276539415,0.09651649,0.388121843,0.34620738,3.86E-05,0.083259523,0.04238534,0.012300715,0.013276376,0.573210716,0.225683689,0.049857378,0.127447248
895,1,3180,2,P,0.177889109,0.101505727,0.210438371,0.43501091,0.397777319,1.90E-05,0.057355017,0.048460901,0.033883691,0.66476202,0.178350687,0.103276372,0.008595493,0.02612491
896,0,4230,5,C,0.041168511,0.302619755,0.012816027,0.008591399,0.017657042,0.122911394,0.158492446,0.0057869,0.030577853,0.142782688,0.058400124,0.141788721,0.187148511,0.28978157
897,0,1770,2,D,0.01516442,0.525264323,0.013841458,0.187164664,0.134740949,2.14E-05,0.124594212,0.038834423,0.015454888,0.001246198,0.804681301,0.210855007,0.120631427,0.208684683
898,0,3400,5,D,0.357992888,0.025710464,0.000707883,0.001826918,0.002477506,0.111869633,0.126734257,0.007351253,0.100667,0.866325378,0.01193811,0.074130714,0.112225324,0.084658861
899,0,4270,5,C,0.032550633,0.321422815,0.005561948,0.006099194,0.010272749,0.137331724,0.126104951,0.00697659,0.046229184,0.019743413,0.030640215,0.132931233,0.338388562,0.29560256
900,1,3420,2,C,0.315030575,0.066062965,0.057300121,0.31100893,0.258547783,1.86E-05,0.083482206,0.081960559,0.055937707,0.573223591,0.337014914,0.088735521,0.014525829,0.029646471
901,0,4000,5,D,0.040726841,0.313623577,0.006418712,0.007465586,0.014061309,0.077384472,0.155699372,0.006247781,0.044274867,0.156050801,0.060742587,0.149851799,0.188759267,0.273694038
902,0,2070,7,P,0.141684771,0.041814478,0.000762946,0.00131856,0.002705311,0.950764179,0.01151102,0.004569214,0.000529462,0.001245155,0.050376326,0.033175945,0.246642888,0.092048943
903,0,2120,6,C,0.066798151,0.280130029,0.000899402,0.003848152,0.005092371,0.790356636,0.054215491,0.003617426,0.001277138,0.022754684,0.196721554,0.069342911,0.341648102,0.260293007
904,1,3510,3,P,0.085007072,0.205475122,0.158893943,0.195751905,0.339257717,7.93E-05,0.144248486,0.018856034,0.035804331,0.464137793,0.247555375,0.181429267,0.080542117,0.16175592
905,0,3360,1,D,0.097021878,0.284651697,0.019155756,0.161902189,0.07686156,1.70E-05,0.03630209,0.319317579,0.030513108,0.12784195,0.275277615,0.122855961,0.030943088,0.024850309
